,Unnamed: 0,datetime,open,high,low,close,volume,hold,(t+1)-(t),label
377,248.0,2020-07-15 09:07:00,5033.0,5153.0,5033.0,5153.0,2.0,7.0,119.0,0
378,249.0,2020-07-15 09:08:00,5153.0,5153.0,5069.0,5069.0,2.0,8.0,87.0,0
380,251.0,2020-07-15 09:11:00,5121.0,5121.0,5121.0,5121.0,1.0,6.0,144.0,0
381,252.0,2020-07-15 09:12:00,5116.0,5116.0,5067.0,5067.0,2.0,5.0,233.0,0
382,253.0,2020-07-15 09:13:00,5067.0,5124.0,5067.0,5124.0,1.0,5.0,186.0,0
383,254.0,2020-07-15 09:14:00,5125.0,5125.0,5125.0,5125.0,1.0,6.0,198.0,0
385,256.0,2020-07-15 09:16:00,5346.0,5346.0,5338.0,5338.0,6.0,13.0,-19.0,0
386,257.0,2020-07-15 09:17:00,5338.0,5338.0,5161.0,5272.0,10.0,21.0,51.0,0
387,258.0,2020-07-15 09:18:00,5272.0,5272.0,5156.0,5156.0,4.0,21.0,139.0,0
391,262.0,2020-07-15 09:23:00,5300.0,5310.0,5300.0,5310.0,1.0,27.0,-46.0,0
392,263.0,2020-07-15 09:24:00,5310.0,5323.0,5310.0,5323.0,2.0,27.0,-58.0,0
393,264.0,2020-07-15 09:26:00,5323.0,5323.0,5319.0,5319.0,3.0,27.0,-34.0,0
396,267.0,2020-07-15 09:30:00,5295.0,5295.0,5291.0,5291.0,1.0,26.0,-21.0,0
398,269.0,2020-07-15 09:34:00,5264.0,5265.0,5264.0,5265.0,4.0,13.0,44.0,0
399,270.0,2020-07-15 09:35:00,5265.0,5322.0,5265.0,5322.0,4.0,14.0,-47.0,0
400,271.0,2020-07-15 09:36:00,5321.0,5321.0,5285.0,5285.0,2.0,14.0,-10.0,0
401,272.0,2020-07-15 09:40:00,5270.0,5270.0,5270.0,5270.0,1.0,15.0,6.0,0
402,273.0,2020-07-15 09:41:00,5315.0,5315.0,5315.0,5315.0,2.0,15.0,-39.0,0
407,278.0,2020-07-15 09:50:00,5276.0,5276.0,5276.0,5276.0,2.0,17.0,37.0,0
429,300.0,2020-07-15 14:38:00,5291.0,5291.0,5291.0,5291.0,1.0,22.0,-4.0,0
434,305.0,2020-07-16 09:04:00,5320.0,5320.0,5257.0,5257.0,4.0,21.0,15.0,0
445,316.0,2020-07-16 14:21:00,5237.0,5237.0,5237.0,5237.0,2.0,13.0,42.0,0
448,319.0,2020-07-17 14:34:00,5388.0,5388.0,5388.0,5388.0,5.0,9.0,-165.0,0
463,334.0,2020-07-20 14:16:00,5434.0,5494.0,5434.0,5494.0,5.0,16.0,-642.0,-1
488,359.0,2020-07-23 10:47:00,5479.0,5479.0,5466.0,5466.0,2.0,7.0,-72.0,0
492,363.0,2020-07-23 11:12:00,5389.0,5397.0,5389.0,5397.0,2.0,9.0,-17.0,0
510,381.0,2020-08-03 10:48:00,5505.0,5505.0,5505.0,5505.0,1.0,3.0,49.0,0
515,386.0,2020-08-03 13:34:00,5436.0,5436.0,5436.0,5436.0,1.0,3.0,193.0,0
524,395.0,2020-08-05 09:09:00,5303.0,5303.0,5303.0,5303.0,1.0,3.0,418.0,1
536,407.0,2020-08-06 14:25:00,5801.0,5919.0,5801.0,5919.0,1.0,7.0,24.0,0
537,408.0,2020-08-06 14:27:00,5919.0,5919.0,5890.0,5890.0,1.0,8.0,-72.0,0
554,425.0,2020-08-07 09:42:00,6189.0,6189.0,6151.0,6151.0,1.0,12.0,20.0,0
556,427.0,2020-08-07 09:52:00,6171.0,6171.0,6171.0,6171.0,1.0,11.0,-62.0,0
562,433.0,2020-08-07 10:32:00,6108.0,6108.0,6108.0,6108.0,1.0,10.0,-22.0,0
563,434.0,2020-08-07 10:33:00,5880.0,5880.0,5880.0,5880.0,2.0,11.0,8.0,0
564,435.0,2020-08-07 10:34:00,5837.0,5995.0,5657.0,5995.0,16.0,18.0,91.0,0
565,436.0,2020-08-07 10:35:00,5995.0,5995.0,5678.0,5678.0,2.0,17.0,408.0,1
569,440.0,2020-08-07 10:44:00,6086.0,6086.0,6086.0,6086.0,57.0,11.0,-198.0,0
574,445.0,2020-08-07 10:57:00,5888.0,6086.0,5888.0,5888.0,1.0,12.0,37.0,0
575,446.0,2020-08-07 10:58:00,5888.0,5978.0,5888.0,5978.0,2.0,11.0,-92.0,0
579,450.0,2020-08-07 11:13:00,5885.0,5885.0,5885.0,5885.0,1.0,13.0,1.0,0
585,456.0,2020-08-10 09:30:00,5733.0,5954.0,5611.0,5868.0,7.0,8.0,127.0,0
586,457.0,2020-08-10 09:31:00,5867.0,6347.0,5867.0,6329.0,6.0,6.0,-334.0,-1
