,datetime,open,high,low,close,volume,hold
95,2020-03-31 14:08:00,192.1,192.1,192.0,192.1,3,15
96,2020-03-31 14:09:00,192.1,192.1,192.1,192.1,1,15
97,2020-03-31 14:23:00,192.1,192.1,192.1,192.1,3,15
98,2020-03-31 14:28:00,188.05,188.05,188.05,188.05,1,16
99,2020-03-31 14:37:00,188.0,188.0,188.0,188.0,1,15
100,2020-03-31 14:38:00,188.0,188.0,185.0,185.0,2,17
101,2020-04-02 14:58:00,230.5,230.5,230.5,230.5,34,0
,datetime,open,high,low,close,volume,hold
0,2020-03-25 13:55:00,141.95,141.95,141.95,141.95,1,8
1,2020-03-30 10:01:00,146.35,146.4,146.35,146.4,2,9
2,2020-03-30 10:14:00,146.55,146.55,146.55,146.55,1,9
3,2020-03-30 10:15:00,146.6,146.6,146.6,146.6,1,10
4,2020-03-30 14:25:00,148.95,148.95,148.95,148.95,3,10
5,2020-04-07 09:01:00,154.45,154.45,154.45,154.45,1,10
6,2020-04-07 09:12:00,154.45,161.15,154.45,161.15,2,8
7,2020-04-07 09:22:00,161.15,161.15,161.05,161.05,1,8
8,2020-04-07 09:57:00,170.55,170.55,170.55,170.55,1,8
9,2020-04-07 09:58:00,170.55,170.65,170.5,170.65,3,6
10,2020-04-07 10:32:00,170.65,170.65,170.65,170.65,1,7
11,2020-04-07 10:57:00,170.65,170.65,170.65,170.65,1,7
12,2020-04-07 10:59:00,170.65,170.65,170.65,170.65,1,7
13,2020-04-07 13:31:00,170.65,170.65,170.65,170.65,1,7
14,2020-04-07 13:33:00,170.65,170.65,170.65,170.65,1,7
15,2020-04-07 13:34:00,170.65,170.65,170.65,170.65,2,9
16,2020-04-07 14:59:00,170.5,170.5,167.95,167.95,5,14
17,2020-04-08 09:02:00,168.4,168.4,168.4,168.4,1,15
18,2020-04-08 09:03:00,168.4,173.6,168.4,173.6,1,14
19,2020-04-08 09:06:00,173.6,174.8,171.45,171.45,2,15
20,2020-04-08 09:07:00,171.45,171.5,171.45,171.45,2,17
21,2020-04-08 09:16:00,171.45,171.8,171.45,171.8,1,18
22,2020-04-08 09:19:00,171.25,171.25,171.25,171.25,1,19
23,2020-04-08 09:25:00,171.25,173.95,171.25,173.95,2,20
24,2020-04-08 09:26:00,173.95,174.2,173.95,174.2,1,19
25,2020-04-08 09:27:00,172.3,172.3,172.3,172.3,1,20
26,2020-04-08 09:30:00,172.3,172.3,171.9,171.9,1,21
27,2020-04-08 09:32:00,170.85,170.85,170.85,170.85,1,22
28,2020-04-08 09:35:00,170.85,173.65,170.85,173.65,1,21
29,2020-04-08 09:47:00,171.25,171.25,171.25,171.25,1,21
30,2020-04-08 09:48:00,171.25,171.25,171.25,171.25,1,21
31,2020-04-08 09:50:00,171.25,171.3,171.25,171.3,1,22
32,2020-04-08 09:51:00,171.3,172.55,161.35,172.55,3,22
33,2020-04-08 09:52:00,172.55,172.55,171.35,171.35,1,23
34,2020-04-08 10:00:00,171.75,171.75,171.75,171.75,1,22
35,2020-04-08 10:01:00,175.75,175.75,175.75,175.75,1,22
36,2020-04-08 10:03:00,175.75,175.75,172.25,172.25,1,22
37,2020-04-08 10:05:00,174.1,174.1,174.1,174.1,1,21
38,2020-04-08 10:08:00,174.1,174.1,174.1,174.1,1,21
39,2020-04-08 10:09:00,174.1,174.1,174.1,174.1,1,21
40,2020-04-08 10:31:00,174.45,174.45,174.45,174.45,1,21
41,2020-04-08 10:53:00,174.1,174.1,174.1,174.1,1,21
42,2020-04-08 10:54:00,174.1,174.1,174.1,174.1,1,21
43,2020-04-08 10:56:00,174.1,174.1,170.0,170.0,2,23
44,2020-04-08 10:57:00,170.0,174.5,170.0,174.45,2,22
45,2020-04-08 10:58:00,174.45,174.45,174.45,174.45,1,22
46,2020-04-08 11:01:00,174.45,174.6,174.45,174.6,1,23
47,2020-04-08 11:02:00,174.5,174.5,174.5,174.5,1,24
48,2020-04-08 11:05:00,174.5,174.5,174.5,174.5,1,24
49,2020-04-08 11:06:00,174.5,174.5,174.5,174.5,2,24
50,2020-04-08 11:12:00,174.5,174.5,174.5,174.5,1,24
51,2020-04-08 11:27:00,174.55,174.55,174.55,174.55,2,26
52,2020-04-08 13:40:00,174.55,174.55,174.55,174.55,1,26
53,2020-04-08 14:31:00,174.7,174.7,174.7,174.7,1,26
54,2020-04-08 14:41:00,174.75,174.75,174.75,174.75,3,29
55,2020-04-08 14:50:00,176.2,176.2,176.2,176.2,1,29
56,2020-04-08 14:56:00,176.2,176.2,176.2,176.2,2,29
57,2020-04-08 14:58:00,176.2,176.2,175.3,175.3,2,31
58,2020-04-09 09:37:00,177.0,177.0,177.0,177.0,1,32
59,2020-04-09 09:42:00,174.55,174.55,174.55,174.55,2,34
60,2020-04-09 09:45:00,175.35,175.35,175.35,175.35,1,34
61,2020-04-09 10:07:00,172.55,172.55,172.55,172.55,1,34
62,2020-04-09 10:08:00,180.1,181.75,172.3,172.3,5,33
63,2020-04-09 10:10:00,172.3,177.3,172.3,177.3,5,28
64,2020-04-09 10:13:00,177.0,177.0,177.0,177.0,1,28
65,2020-04-09 10:14:00,177.0,177.0,177.0,177.0,1,28
66,2020-04-09 10:31:00,175.6,175.6,175.6,175.6,1,29
67,2020-04-09 10:32:00,175.6,175.6,175.6,175.6,2,31
68,2020-04-09 11:02:00,176.0,176.0,176.0,176.0,1,32
69,2020-04-09 13:31:00,174.4,174.4,174.4,174.4,1,32
70,2020-04-09 14:42:00,175.1,175.1,174.4,175.1,1,32
71,2020-04-10 09:15:00,177.0,177.0,177.0,177.0,1,31
72,2020-04-10 09:29:00,179.3,179.3,179.3,179.3,1,30
73,2020-04-10 09:30:00,179.3,179.3,179.3,179.3,1,30
74,2020-04-10 09:41:00,179.3,179.3,175.8,178.85,2,32
75,2020-04-10 09:42:00,178.85,178.85,176.55,176.55,1,31
76,2020-04-10 09:43:00,176.55,177.8,176.55,177.8,1,31
77,2020-04-10 10:05:00,176.75,176.75,176.75,176.75,1,31
78,2020-04-10 10:07:00,176.75,177.05,176.75,177.05,1,31
79,2020-04-10 10:08:00,175.1,175.1,175.1,175.1,1,31
80,2020-04-10 10:09:00,175.1,178.3,175.1,178.3,1,32
81,2020-04-10 10:11:00,176.4,176.4,176.4,176.4,2,33
82,2020-04-10 10:44:00,174.8,174.8,174.8,174.8,1,33
83,2020-04-10 10:47:00,174.8,174.8,174.8,174.8,1,33
84,2020-04-10 11:13:00,175.05,175.05,175.05,175.05,1,34
85,2020-04-10 11:14:00,175.05,175.05,175.05,175.05,1,34
86,2020-04-10 13:40:00,175.05,175.1,175.05,175.1,1,34
87,2020-04-10 13:41:00,173.7,173.7,173.7,173.7,1,34
88,2020-04-10 13:42:00,173.7,173.7,173.55,173.55,1,35
89,2020-04-10 13:43:00,173.55,173.55,173.5,173.55,5,38
90,2020-04-10 13:50:00,179.35,179.35,179.35,179.35,3,36
91,2020-04-10 13:52:00,179.35,179.35,179.35,179.35,2,35
92,2020-04-10 13:54:00,179.35,179.35,176.05,176.05,1,34
93,2020-04-10 13:57:00,176.1,176.1,176.1,176.1,1,34
94,2020-04-10 13:59:00,176.1,176.1,176.1,176.1,1,33
95,2020-04-10 14:35:00,176.0,176.0,176.0,176.0,1,33
96,2020-04-10 14:58:00,174.1,174.1,174.1,174.1,1,34
97,2020-04-10 15:00:00,174.1,175.6,174.1,175.6,1,33
98,2020-04-13 09:21:00,176.2,176.2,176.2,176.2,1,32
99,2020-04-13 14:43:00,179.8,179.8,179.8,179.8,1,32
100,2020-04-13 14:44:00,176.1,176.1,176.1,176.1,1,32
101,2020-04-13 14:53:00,176.1,176.1,176.1,176.1,1,32
102,2020-04-14 09:37:00,175.05,175.05,175.05,175.05,3,32
103,2020-04-14 13:54:00,175.05,175.2,175.05,175.2,2,32
104,2020-04-14 13:55:00,175.2,175.5,175.2,175.5,2,34
105,2020-04-14 14:33:00,175.5,175.5,175.3,175.3,3,31
106,2020-04-15 09:05:00,179.05,179.05,179.05,179.05,1,30
107,2020-04-15 09:06:00,179.05,179.05,179.05,179.05,1,31
108,2020-04-15 09:10:00,176.5,176.5,176.5,176.5,1,30
109,2020-04-15 09:22:00,180.55,180.55,180.55,180.55,3,28
110,2020-04-15 09:29:00,183.4,183.4,183.4,183.4,1,29
111,2020-04-15 09:30:00,183.95,183.95,180.55,180.55,2,30
112,2020-04-15 09:45:00,180.55,183.75,180.55,183.75,1,30
113,2020-04-15 09:47:00,183.75,183.9,183.75,183.9,1,29
114,2020-04-15 09:52:00,183.9,183.9,183.0,183.0,1,28
115,2020-04-15 09:55:00,181.7,181.7,181.7,181.7,1,28
116,2020-04-15 09:57:00,183.8,183.8,183.8,183.8,1,28
117,2020-04-15 10:04:00,181.6,181.6,181.6,181.6,1,29
118,2020-04-15 10:05:00,181.6,181.6,180.5,180.5,4,29
119,2020-04-15 10:06:00,180.1,181.45,180.1,181.45,4,28
120,2020-04-15 10:07:00,181.45,183.2,181.45,183.2,1,28
121,2020-04-15 10:49:00,183.8,183.8,183.8,183.8,2,28
122,2020-04-15 10:56:00,183.8,183.8,183.8,183.8,1,28
123,2020-04-15 11:00:00,181.95,181.95,181.95,181.95,1,28
124,2020-04-15 11:02:00,181.95,181.95,181.95,181.95,1,28
125,2020-04-15 14:25:00,181.95,182.0,181.95,182.0,1,28
126,2020-04-15 14:29:00,181.6,181.6,181.6,181.6,1,28
127,2020-04-15 14:32:00,181.6,181.6,181.6,181.6,1,28
128,2020-04-15 14:54:00,183.95,183.95,183.95,183.95,1,29
129,2020-04-15 14:59:00,183.95,183.95,183.95,183.95,1,29
130,2020-04-16 09:13:00,183.45,183.45,183.45,183.45,1,28
131,2020-04-16 09:14:00,183.45,185.4,183.45,185.4,1,27
132,2020-04-16 09:15:00,189.45,189.45,189.45,189.45,1,28
133,2020-04-16 09:16:00,189.45,190.6,186.25,186.25,4,26
134,2020-04-16 09:18:00,186.25,187.25,186.25,187.25,1,25
135,2020-04-16 09:20:00,187.25,188.0,187.25,188.0,1,24
136,2020-04-16 09:27:00,188.0,189.9,188.0,189.9,1,24
137,2020-04-16 09:30:00,184.4,184.4,184.4,184.4,1,24
138,2020-04-16 09:32:00,184.4,184.4,184.4,184.4,1,24
139,2020-04-16 09:33:00,184.4,189.2,184.4,189.2,1,25
140,2020-04-16 09:34:00,189.2,189.2,187.0,187.0,3,24
141,2020-04-16 09:40:00,187.0,188.7,187.0,188.7,1,23
142,2020-04-16 09:49:00,189.8,189.8,189.8,189.8,1,24
143,2020-04-16 09:50:00,189.8,189.8,186.6,186.6,2,25
144,2020-04-16 09:51:00,188.6,188.6,188.6,188.6,1,25
145,2020-04-16 09:52:00,188.6,188.6,188.6,188.6,2,25
146,2020-04-16 09:56:00,188.95,188.95,188.95,188.95,1,26
147,2020-04-16 09:58:00,188.95,189.0,187.85,187.85,2,26
148,2020-04-16 10:04:00,189.75,189.75,188.55,188.55,5,27
149,2020-04-16 10:11:00,188.55,188.55,188.55,188.55,1,27
150,2020-04-16 10:14:00,188.55,188.55,188.4,188.4,2,28
151,2020-04-16 10:32:00,188.4,188.55,188.4,188.55,9,28
152,2020-04-16 10:41:00,189.45,189.45,189.45,189.45,1,28
153,2020-04-16 10:44:00,188.0,188.0,188.0,188.0,1,27
154,2020-04-16 10:57:00,188.0,189.45,188.0,189.45,3,27
155,2020-04-16 10:58:00,189.4,189.4,189.4,189.4,8,26
156,2020-04-16 11:03:00,189.4,189.4,185.8,185.8,1,25
157,2020-04-16 11:06:00,189.55,189.55,189.55,189.55,1,25
158,2020-04-16 11:08:00,189.55,189.55,189.55,189.55,1,25
159,2020-04-16 11:10:00,189.55,190.7,189.55,190.7,2,25
160,2020-04-16 11:14:00,190.7,190.7,190.7,190.7,3,26
161,2020-04-16 11:15:00,190.7,190.7,189.7,189.7,3,29
162,2020-04-16 11:17:00,190.7,190.7,190.7,190.7,1,29
163,2020-04-16 11:18:00,190.7,190.7,190.7,190.7,1,29
164,2020-04-16 11:21:00,190.7,190.7,190.7,190.7,1,30
165,2020-04-16 11:22:00,190.7,190.7,190.7,190.7,1,30
166,2020-04-16 11:25:00,190.7,190.7,190.7,190.7,2,32
167,2020-04-16 11:26:00,190.7,190.7,190.7,190.7,1,33
168,2020-04-16 11:29:00,190.7,190.7,190.7,190.7,1,34
169,2020-04-16 11:30:00,190.7,190.7,190.7,190.7,1,34
170,2020-04-16 13:36:00,190.0,190.0,190.0,190.0,1,35
171,2020-04-16 13:37:00,190.0,190.0,190.0,190.0,1,35
172,2020-04-16 13:40:00,190.7,190.7,190.7,190.7,1,35
173,2020-04-16 13:41:00,190.7,190.7,190.7,190.7,1,35
174,2020-04-16 13:48:00,190.6,190.6,190.6,190.6,1,35
175,2020-04-16 13:50:00,190.6,190.6,190.6,190.6,1,36
176,2020-04-16 14:15:00,190.6,190.7,190.6,190.7,1,37
177,2020-04-16 14:25:00,189.0,189.0,189.0,189.0,1,36
178,2020-04-16 14:27:00,189.0,189.0,187.2,187.25,3,38
179,2020-04-16 14:28:00,187.25,190.6,187.25,190.6,4,35
180,2020-04-17 09:19:00,190.8,197.6,190.8,197.6,5,34
181,2020-04-17 09:21:00,192.75,192.75,192.75,192.75,1,34
182,2020-04-17 09:22:00,192.75,192.75,192.75,192.75,1,34
183,2020-04-17 09:25:00,192.75,192.75,192.75,192.75,1,34
184,2020-04-17 09:28:00,192.75,196.0,192.75,196.0,1,34
185,2020-04-17 09:34:00,196.5,196.5,196.5,196.5,1,34
186,2020-04-17 09:37:00,196.5,196.5,196.5,196.5,1,34
187,2020-04-17 09:49:00,196.5,196.5,196.5,196.5,1,34
188,2020-04-17 09:55:00,192.8,192.8,192.8,192.8,1,34
189,2020-04-17 09:56:00,192.8,192.8,192.8,192.8,1,34
190,2020-04-17 09:57:00,192.8,196.4,190.5,196.4,2,33
191,2020-04-17 10:01:00,190.15,190.15,190.15,190.15,1,32
192,2020-04-17 10:03:00,196.0,196.0,196.0,196.0,5,31
193,2020-04-17 10:12:00,193.3,193.3,193.3,193.3,1,30
194,2020-04-17 10:15:00,193.3,193.3,193.3,193.3,1,31
195,2020-04-17 10:31:00,194.0,194.0,194.0,194.0,1,31
196,2020-04-17 10:33:00,194.0,196.0,194.0,196.0,1,31
197,2020-04-17 10:49:00,196.0,196.0,194.0,194.0,1,30
198,2020-04-17 10:52:00,196.2,196.2,193.25,193.25,2,31
199,2020-04-17 13:49:00,194.85,194.85,194.85,194.85,1,31
200,2020-04-17 14:02:00,194.85,194.85,194.85,194.85,1,31
201,2020-04-17 14:04:00,196.7,196.7,196.7,196.7,1,32
202,2020-04-17 14:05:00,196.7,196.75,196.7,196.75,1,32
203,2020-04-17 14:10:00,195.3,195.3,195.3,195.3,1,31
204,2020-04-17 14:11:00,195.3,195.3,195.3,195.3,1,31
205,2020-04-17 14:15:00,194.05,194.05,194.05,194.05,1,31
206,2020-04-17 14:16:00,194.05,194.05,194.05,194.05,1,31
207,2020-04-17 14:40:00,194.05,197.5,194.05,197.5,4,33
208,2020-04-17 14:44:00,198.15,198.15,198.15,198.15,1,33
209,2020-04-17 14:45:00,187.5,198.35,187.5,198.35,12,31
210,2020-04-17 14:47:00,198.35,198.35,197.5,198.3,5,34
211,2020-04-17 14:49:00,198.3,198.35,198.3,198.35,2,36
212,2020-04-17 14:50:00,198.35,198.35,198.35,198.35,2,37
213,2020-04-17 14:51:00,198.35,198.35,198.35,198.35,2,37
214,2020-04-17 14:52:00,198.35,198.35,198.35,198.35,1,37
215,2020-04-17 14:54:00,198.35,198.35,198.35,198.35,3,38
216,2020-04-17 14:59:00,196.2,196.2,196.0,196.2,12,44
217,2020-04-17 15:00:00,196.2,198.0,196.2,198.0,2,43
218,2020-04-20 09:01:00,199.95,200.0,199.95,199.95,3,44
219,2020-04-20 09:02:00,199.95,200.0,199.95,200.0,2,45
220,2020-04-20 09:03:00,201.35,201.35,201.35,201.35,1,46
221,2020-04-20 09:04:00,201.35,201.4,201.35,201.4,3,49
222,2020-04-20 09:05:00,202.0,202.0,202.0,202.0,1,49
223,2020-04-20 09:09:00,203.1,203.1,203.1,203.1,1,50
224,2020-04-20 09:10:00,203.1,203.1,202.6,202.6,1,49
225,2020-04-20 09:11:00,202.6,202.65,202.6,202.65,1,49
226,2020-04-20 09:12:00,203.7,203.7,203.7,203.7,1,50
227,2020-04-20 09:13:00,203.7,203.7,203.7,203.7,1,50
228,2020-04-20 09:14:00,203.7,204.45,203.7,204.45,4,52
229,2020-04-20 09:15:00,204.95,204.95,204.0,204.85,6,51
230,2020-04-20 09:16:00,204.95,204.95,204.95,204.95,1,51
231,2020-04-20 09:17:00,204.95,204.95,204.95,204.95,3,51
232,2020-04-20 09:19:00,204.95,204.95,204.95,204.95,1,51
233,2020-04-20 09:22:00,204.95,204.95,204.95,204.95,1,50
234,2020-04-20 09:27:00,204.95,204.95,204.95,204.95,1,50
235,2020-04-20 09:29:00,204.95,204.95,204.95,204.95,1,50
236,2020-04-20 09:31:00,204.95,204.95,204.95,204.95,1,50
237,2020-04-20 09:34:00,204.95,204.95,204.95,204.95,4,54
238,2020-04-20 09:35:00,204.95,204.95,204.95,204.95,1,55
239,2020-04-20 09:39:00,204.95,204.95,204.95,204.95,1,54
240,2020-04-20 09:40:00,204.95,204.95,204.95,204.95,1,54
241,2020-04-20 09:57:00,204.95,204.95,204.95,204.95,1,54
242,2020-04-20 09:58:00,204.95,204.95,204.95,204.95,1,54
243,2020-04-20 10:50:00,204.95,204.95,204.95,204.95,1,54
244,2020-04-20 10:56:00,204.95,204.95,204.95,204.95,1,53
245,2020-04-20 11:01:00,204.95,204.95,204.95,204.95,1,53
246,2020-04-20 11:02:00,204.95,204.95,204.95,204.95,2,53
247,2020-04-20 11:03:00,204.95,204.95,204.95,204.95,1,53
248,2020-04-20 13:42:00,204.95,204.95,204.95,204.95,5,53
249,2020-04-20 13:47:00,204.95,204.95,204.95,204.95,1,53
250,2020-04-20 13:48:00,204.95,204.95,204.95,204.95,1,52
251,2020-04-20 14:05:00,204.95,204.95,204.95,204.95,1,52
252,2020-04-20 15:00:00,204.95,204.95,204.9,204.9,3,55
253,2020-04-21 09:01:00,205.0,212.0,203.0,211.85,6,54
254,2020-04-21 09:02:00,211.85,211.85,207.5,211.45,7,56
255,2020-04-21 09:03:00,211.45,213.9,211.45,213.4,3,57
256,2020-04-21 09:04:00,213.4,213.45,212.55,213.45,2,58
257,2020-04-21 09:05:00,213.45,213.45,212.55,212.55,6,61
258,2020-04-21 09:06:00,212.55,212.7,212.05,212.05,4,62
259,2020-04-21 09:07:00,212.0,212.0,211.6,211.6,3,63
260,2020-04-21 09:08:00,211.6,211.6,210.7,211.4,4,62
261,2020-04-21 09:10:00,211.4,211.4,202.2,208.3,8,60
262,2020-04-21 09:13:00,208.3,208.3,207.9,207.9,2,59
263,2020-04-21 09:14:00,207.9,207.9,207.7,207.7,1,59
264,2020-04-21 09:15:00,207.7,207.95,207.7,207.95,1,58
265,2020-04-21 09:16:00,207.95,208.1,207.95,208.1,1,58
266,2020-04-21 09:19:00,208.1,209.75,206.6,209.1,5,57
267,2020-04-21 09:20:00,209.1,209.1,206.7,206.7,3,57
268,2020-04-21 09:21:00,206.7,206.7,204.15,204.15,1,57
269,2020-04-21 09:22:00,204.15,207.3,204.15,207.3,2,58
270,2020-04-21 09:23:00,207.3,209.0,207.3,209.0,4,60
271,2020-04-21 09:24:00,209.0,209.0,206.55,206.55,1,59
272,2020-04-21 09:29:00,206.55,206.55,206.55,206.55,1,60
273,2020-04-21 09:30:00,208.6,208.6,205.0,205.0,3,61
274,2020-04-21 09:31:00,208.25,208.25,205.55,208.0,9,62
275,2020-04-21 09:32:00,208.0,208.65,206.1,206.1,2,62
276,2020-04-21 09:35:00,206.5,206.5,206.5,206.5,2,61
277,2020-04-21 09:39:00,206.5,208.3,206.5,208.3,1,61
278,2020-04-21 09:40:00,208.35,208.35,208.35,208.35,1,62
279,2020-04-21 09:41:00,208.35,208.4,208.35,208.4,1,62
280,2020-04-21 09:42:00,208.4,208.4,208.1,208.1,2,61
281,2020-04-21 09:43:00,208.1,208.1,208.1,208.1,1,62
282,2020-04-21 09:44:00,208.1,208.15,208.1,208.15,3,61
283,2020-04-21 09:45:00,208.15,208.15,208.15,208.15,3,59
284,2020-04-21 09:46:00,206.6,206.6,206.6,206.6,1,58
285,2020-04-21 09:47:00,206.6,206.6,206.5,206.5,1,59
286,2020-04-21 09:48:00,206.5,206.5,206.2,206.2,1,60
287,2020-04-21 09:54:00,208.0,208.0,208.0,208.0,1,60
288,2020-04-21 09:55:00,206.2,206.2,206.2,206.2,1,61
289,2020-04-21 09:56:00,206.2,207.75,206.2,207.75,2,62
290,2020-04-21 09:57:00,207.75,207.85,207.75,207.75,3,62
291,2020-04-21 09:58:00,208.05,208.05,208.05,208.05,1,62
292,2020-04-21 09:59:00,209.0,209.0,209.0,209.0,2,62
293,2020-04-21 10:00:00,211.0,211.0,207.75,207.75,7,62
294,2020-04-21 10:08:00,209.4,209.4,209.4,209.4,2,63
295,2020-04-21 10:10:00,209.4,209.4,208.15,208.15,2,62
